id,smirks,sources,error
15818,[At][N:1]([At])[C:2](=[O:3])[c:4]1[c:5]([At])[c:6]([At])[c:7]([At])[n+:8]([C@:9]2([At])[O:10][C@:11]([At])([C:12]([At])([At])[O:13][P:14](=[O:15])([O:16][At])[O:17][P:18](=[O:19])([O:20][At])[O:21][C:22]([At])([At])[C@@:23]3([At])[O:24][C@@:25]([At])([n:26]4[c:27]([At])[n:28][c:29]5[c:30]([N:31]([At])[At])[n:32][c:33]([At])[n:34][c:35]45)[C@:36]([At])([O:37][P:38](=[O:39])([O:40][At])[O:41][At])[C@:42]3([At])[O:43][At])[C@@:44]([At])([O:45][At])[C@@:46]2([At])[O:47][At])[c:48]1[At].[At][N:49]([At])[C@@:50]([At])([C:51]([At])([At])[C:52]([At])([At])[O:53][At])[C:54](=[O:55])[O:56][At]>>[At+].[At][N:1]([At])[C:2](=[O:3])[C:4]1=[C:48]([At])[N:8]([C@:9]2([At])[O:10][C@:11]([At])([C:12]([At])([At])[O:13][P:14](=[O:15])([O:16][At])[O:17][P:18](=[O:19])([O:20][At])[O:21][C:22]([At])([At])[C@@:23]3([At])[O:24][C@@:25]([At])([n:26]4[c:27]([At])[n:28][c:29]5[c:30]([N:31]([At])[At])[n:32][c:33]([At])[n:34][c:35]45)[C@:36]([At])([O:37][P:38](=[O:39])([O:40][At])[O:41][At])[C@:42]3([At])[O:43][At])[C@@:44]([At])([O:45][At])[C@@:46]2([At])[O:47][At])[C:7]([At])=[C:6]([At])[C:5]1([At])[At].[At][N:49]([At])[C@@:50]([At])([C:51]([At])([At])[C:52]([At])=[O:53])[C:54](=[O:55])[O:56][At],,
69637,[At][N:1]([At])[C:2](=[O:3])[c:4]1[c:5]([At])[c:6]([At])[c:7]([At])[n+:8]([C@:9]2([At])[O:10][C@:11]([At])([C:12]([At])([At])[O:13][P:14](=[O:15])([O:16][At])[O:17][P:18](=[O:19])([O:20][At])[O:21][C:22]([At])([At])[C@@:23]3([At])[O:24][C@@:25]([At])([n:26]4[c:27]([At])[n:28][c:29]5[c:30]([N:31]([At])[At])[n:32][c:33]([At])[n:34][c:35]45)[C@:36]([At])([O:37][At])[C@:38]3([At])[O:39][At])[C@@:40]([At])([O:41][At])[C@@:42]2([At])[O:43][At])[c:44]1[At].[At][O:48][C:47](=[O:46])[C@:49]1([At])[C:50]([At])([At])[C:51]([At])([At])[C:52]([At])=[N:53]1.[At][O:45][At]>>[At+].[At][N:1]([At])[C:2](=[O:3])[C:4]1=[C:44]([At])[N:8]([C@:9]2([At])[O:10][C@:11]([At])([C:12]([At])([At])[O:13][P:14](=[O:15])([O:16][At])[O:17][P:18](=[O:19])([O:20][At])[O:21][C:22]([At])([At])[C@@:23]3([At])[O:24][C@@:25]([At])([n:26]4[c:27]([At])[n:28][c:29]5[c:30]([N:31]([At])[At])[n:32][c:33]([At])[n:34][c:35]45)[C@:36]([At])([O:37][At])[C@:38]3([At])[O:39][At])[C@@:40]([At])([O:41][At])[C@@:42]2([At])[O:43][At])[C:7]([At])=[C:6]([At])[C:5]1([At])[At].[At][O:45][C:52]1=[N:53][C@:49]([At])([C:47](=[O:46])[O:48][At])[C:50]([At])([At])[C:51]1([At])[At],,
212675,[At][c:6]1[c:5]([N+:3](=[O:2])[O-:4])[c:15]([At])[c:14]([At])[c:8]([O:9][P:10](=[O:11])([O:12][At])[O:13][At])[c:7]1[At].[At][O:1][At]>>[At][O:1][c:8]1[c:7]([At])[c:6]([At])[c:5]([N+:3](=[O:2])[O-:4])[c:15]([At])[c:14]1[At].[At][O:9][P:10](=[O:11])([O:12][At])[O:13][At],,
227596,[At][O:1][At].[At][O:2][C:3]([At])([At])[C@@:4]1([At])[O:5][C@:6]([At])([O:7][C@@:8]2([At])[C@:9]([At])([O:10][At])[C@@:11]([At])([O:12][At])[C@@:13]([At])([O:14][At])[O:15][C@:16]2([At])[C:17]([At])([At])[O:18][At])[C@:19]([At])([O:20][At])[C@@:21]([At])([O:22][At])[C@:23]1([At])[O:24][At]>>[At][O:1][C@:6]1([At])[O:5][C@:4]([At])([C:3]([At])([At])[O:2][At])[C@@:23]([At])([O:24][At])[C@:21]([At])([O:22][At])[C@@:19]1([At])[O:20][At].[At][O:7][C@@:8]1([At])[C@:9]([At])([O:10][At])[C@@:11]([At])([O:12][At])[C@@:13]([At])([O:14][At])[O:15][C@:16]1([At])[C:17]([At])([At])[O:18][At],,
259916,[At][N:1]([At])[C:2](=[O:3])[N:4]([At])[C:5]([At])([At])[C:6](=[O:7])[O:8][At]>>[At][N:1]1[C:2](=[O:3])[N:4]([At])[C:5]([At])([At])[C:6]1=[O:7].[At][O:8][At],,
105278,[At][C:1]([At])([At])[c:2]1[c:3]([At])[n:4]([C@@:5]2([At])[C:6]([At])([At])[C@:7]([At])([O:8][At])[C@@:9]([At])([C:10]([At])([At])[O:11][P:12](=[O:13])([O:14][At])[O:15][At])[O:16]2)[c:17](=[O:18])[n:19]([At])[c:20]1=[O:21].[At][N:22]([At])[c:23]1[n:24][c:25]2[c:26]([c:27](=[O:28])[n:29]1[At])[N:30]=[C:31]([C:32]([At])([At])[N:33]([At])[c:34]1[c:35]([At])[c:36]([At])[c:37]([C:38](=[O:39])[N:40]([At])[C@@:41]([At])([C:42]([At])([At])[C:43]([At])([At])[C:44](=[O:45])[O:46][At])[C:47](=[O:48])[O:49][At])[c:50]([At])[c:51]1[At])[C:52]([At])([At])[N:53]2[At]>>[At][C:1]1([At])[N:30]2[c:26]3[c:25]([n:24][c:23]([N:22]([At])[At])[n:29]([At])[c:27]3=[O:28])[N:53]([At])[C:52]([At])([At])[C@:31]2([At])[C:32]([At])([At])[N:33]1[c:34]1[c:35]([At])[c:36]([At])[c:37]([C:38](=[O:39])[N:40]([At])[C@@:41]([At])([C:42]([At])([At])[C:43]([At])([At])[C:44](=[O:45])[O:46][At])[C:47](=[O:48])[O:49][At])[c:50]([At])[c:51]1[At].[At][c:2]1[c:3]([At])[n:4]([C@@:5]2([At])[C:6]([At])([At])[C@:7]([At])([O:8][At])[C@@:9]([At])([C:10]([At])([At])[O:11][P:12](=[O:13])([O:14][At])[O:15][At])[O:16]2)[c:17](=[O:18])[n:19]([At])[c:20]1=[O:21],,
40461,,,SMILES validation failed
264844,[At][C:1]([At])([At])[C@:2]1([At])[N:3]([At])[c:4]2[n:5][c:6]([N:7]([At])[At])[n:8]([At])[c:9](=[O:10])[c:11]2[N+:12]2=[C:13]([At])[N:14]([c:15]3[c:16]([At])[c:17]([At])[c:18]([C:19]([At])([At])[C@:20]([At])([O:21][At])[C@:22]([At])([O:23][At])[C@:24]([At])([O:25][At])[C:26]([At])([At])[O:27][C@@:28]4([At])[O:29][C@:30]([At])([C:31]([At])([At])[O:32][P:33](=[O:34])([O:35][At])[O:36][C@@:37]([At])([C:38]([At])([At])[C:39]([At])([At])[C:40](=[O:41])[O:42][At])[C:43](=[O:44])[O:45][At])[C@@:46]([At])([O:47][At])[C@@:48]4([At])[O:49][At])[c:50]([At])[c:51]3[At])[C@:52]([At])([C:53]([At])([At])[At])[C@@:54]12[At].[At][O:55][At]>>[At][C:1]([At])([At])[C@:2]1([At])[N:3]([At])[c:4]2[n:5][c:6]([N:7]([At])[At])[n:8]([At])[c:9](=[O:10])[c:11]2[N:12]([C:13]([At])=[O:55])[C@@:54]1([At])[C@:52]([At])([N:14]([At])[c:15]1[c:16]([At])[c:17]([At])[c:18]([C:19]([At])([At])[C@:20]([At])([O:21][At])[C@:22]([At])([O:23][At])[C@:24]([At])([O:25][At])[C:26]([At])([At])[O:27][C@@:28]2([At])[O:29][C@:30]([At])([C:31]([At])([At])[O:32][P:33](=[O:34])([O:35][At])[O:36][C@@:37]([At])([C:38]([At])([At])[C:39]([At])([At])[C:40](=[O:41])[O:42][At])[C:43](=[O:44])[O:45][At])[C@@:46]([At])([O:47][At])[C@@:48]2([At])[O:49][At])[c:50]([At])[c:51]1[At])[C:53]([At])([At])[At].[At+],,
148720,,,SMILES validation failed
28178,[At+].[At][N:1]([At])[C:2](=[O:3])[C:4]1=[C:5]([At])[N:6]([C@:7]2([At])[O:8][C@:9]([At])([C:10]([At])([At])[O:11][P:12](=[O:13])([O:14][At])[O:15][P:16](=[O:17])([O:18][At])[O:19][C:20]([At])([At])[C@@:21]3([At])[O:22][C@@:23]([At])([n:24]4[c:25]([At])[n:26][c:27]5[c:28]([N:29]([At])[At])[n:30][c:31]([At])[n:32][c:33]45)[C@:34]([At])([O:35][At])[C@:36]3([At])[O:37][At])[C@@:38]([At])([O:39][At])[C@@:40]2([At])[O:41][At])[C:42]([At])=[C:43]([At])[C:44]1([At])[At].[At][O:47][C:46](=[O:45])[C:48](=[O:49])[C:50]([At])([At])[O:51][At]>>[At][N:1]([At])[C:2](=[O:3])[c:4]1[c:5]([At])[n+:6]([C@:7]2([At])[O:8][C@:9]([At])([C:10]([At])([At])[O:11][P:12](=[O:13])([O:14][At])[O:15][P:16](=[O:17])([O:18][At])[O:19][C:20]([At])([At])[C@@:21]3([At])[O:22][C@@:23]([At])([n:24]4[c:25]([At])[n:26][c:27]5[c:28]([N:29]([At])[At])[n:30][c:31]([At])[n:32][c:33]45)[C@:34]([At])([O:35][At])[C@:36]3([At])[O:37][At])[C@@:38]([At])([O:39][At])[C@@:40]2([At])[O:41][At])[c:42]([At])[c:43]([At])[c:44]1[At].[At][O:47][C:46](=[O:45])[C@:48]([At])([O:49][At])[C:50]([At])([At])[O:51][At],,
217378,[At][O:1][At].[At][O:2][At].[S:3]=[C:4]=[S:5]>>[O:1]=[C:4]=[O:2].[At][S:3][At].[At][S:5][At],,
21907,[At][N:1]([At])[C:2](=[O:3])[c:4]1[c:5]([At])[c:6]([At])[c:7]([At])[n+:8]([C@:9]2([At])[O:10][C@:11]([At])([C:12]([At])([At])[O:13][P:14](=[O:15])([O:16][At])[O:17][P:18](=[O:19])([O:20][At])[O:21][C:22]([At])([At])[C@@:23]3([At])[O:24][C@@:25]([At])([n:26]4[c:27]([At])[n:28][c:29]5[c:30]([N:31]([At])[At])[n:32][c:33]([At])[n:34][c:35]45)[C@:36]([At])([O:37][P:38](=[O:39])([O:40][At])[O:41][At])[C@:42]3([At])[O:43][At])[C@@:44]([At])([O:45][At])[C@@:46]2([At])[O:47][At])[c:48]1[At].[At][O:51][C:50](=[O:49])[C:52]([At])([At])[C@:53]([At])([O:54][At])[C:55](=[O:56])[O:57][At]>>[At][C:52]([At])([At])[C:53](=[O:54])[C:55](=[O:56])[O:57][At].[At+].[At][N:1]([At])[C:2](=[O:3])[C:4]1=[C:48]([At])[N:8]([C@:9]2([At])[O:10][C@:11]([At])([C:12]([At])([At])[O:13][P:14](=[O:15])([O:16][At])[O:17][P:18](=[O:19])([O:20][At])[O:21][C:22]([At])([At])[C@@:23]3([At])[O:24][C@@:25]([At])([n:26]4[c:27]([At])[n:28][c:29]5[c:30]([N:31]([At])[At])[n:32][c:33]([At])[n:34][c:35]45)[C@:36]([At])([O:37][P:38](=[O:39])([O:40][At])[O:41][At])[C@:42]3([At])[O:43][At])[C@@:44]([At])([O:45][At])[C@@:46]2([At])[O:47][At])[C:7]([At])=[C:6]([At])[C:5]1([At])[At].[O:49]=[C:50]=[O:51],,
76063,[At][C:1]([At])([At])[C:2]([C:3]([At])([At])[At])=[C:4]([At])[C:5]([At])([At])[C:6]([At])([At])[C@@:7]([At])([C:8]([At])([At])[At])[C@@:9]1([At])[C:10]([At])([At])[C:11]([At])=[C:12]2[C:13]3=[C:14]([C:15]([At])([At])[C:16]([At])([At])[C@:17]12[C:18]([At])([At])[At])[C@@:19]1([C:20]([At])([At])[At])[C:21]([At])([At])[C:22]([At])([At])[C@:23]([At])([O:24][At])[C:25]([C:26]([At])([At])[At])([C:27]([At])([At])[At])[C@:28]1([At])[C:29]([At])([At])[C:30]3([At])[At].[At+].[At][N:31]([At])[C:32](=[O:33])[C:34]1=[C:35]([At])[N:36]([C@:37]2([At])[O:38][C@:39]([At])([C:40]([At])([At])[O:41][P:42](=[O:43])([O:44][At])[O:45][P:46](=[O:47])([O:48][At])[O:49][C:50]([At])([At])[C@@:51]3([At])[O:52][C@@:53]([At])([n:54]4[c:55]([At])[n:56][c:57]5[c:58]([N:59]([At])[At])[n:60][c:61]([At])[n:62][c:63]45)[C@:64]([At])([O:65][P:66](=[O:67])([O:68][At])[O:69][At])[C@:70]3([At])[O:71][At])[C@@:72]([At])([O:73][At])[C@@:74]2([At])[O:75][At])[C:76]([At])=[C:77]([At])[C:78]1([At])[At]>>[At][C:1]([At])([At])[C:2]([At])([C:3]([At])([At])[At])[C:4]([At])([At])[C:5]([At])([At])[C:6]([At])([At])[C@@:7]([At])([C:8]([At])([At])[At])[C@@:9]1([At])[C:10]([At])([At])[C:11]([At])=[C:12]2[C:13]3=[C:14]([C:15]([At])([At])[C:16]([At])([At])[C@:17]12[C:18]([At])([At])[At])[C@@:19]1([C:20]([At])([At])[At])[C:21]([At])([At])[C:22]([At])([At])[C@:23]([At])([O:24][At])[C:25]([C:26]([At])([At])[At])([C:27]([At])([At])[At])[C@:28]1([At])[C:29]([At])([At])[C:30]3([At])[At].[At][N:31]([At])[C:32](=[O:33])[c:34]1[c:35]([At])[n+:36]([C@:37]2([At])[O:38][C@:39]([At])([C:40]([At])([At])[O:41][P:42](=[O:43])([O:44][At])[O:45][P:46](=[O:47])([O:48][At])[O:49][C:50]([At])([At])[C@@:51]3([At])[O:52][C@@:53]([At])([n:54]4[c:55]([At])[n:56][c:57]5[c:58]([N:59]([At])[At])[n:60][c:61]([At])[n:62][c:63]45)[C@:64]([At])([O:65][P:66](=[O:67])([O:68][At])[O:69][At])[C@:70]3([At])[O:71][At])[C@@:72]([At])([O:73][At])[C@@:74]2([At])[O:75][At])[c:76]([At])[c:77]([At])[c:78]1[At],,
123343,[At][C:1]([At])([At])[C:2](=[O:3])[S:4][C:5]([At])([At])[C:6]([At])([At])[N:7]([At])[C:8](=[O:9])[C:10]([At])([At])[C:11]([At])([At])[N:12]([At])[C:13](=[O:14])[C@:15]([At])([O:16][At])[C:17]([C:18]([At])([At])[At])([C:19]([At])([At])[At])[C:20]([At])([At])[O:21][P:22](=[O:23])([O:24][At])[O:25][P:26](=[O:27])([O:28][At])[O:29][C:30]([At])([At])[C@@:31]1([At])[O:32][C@@:33]([At])([n:34]2[c:35]([At])[n:36][c:37]3[c:38]([N:39]([At])[At])[n:40][c:41]([At])[n:42][c:43]23)[C@:44]([At])([O:45][At])[C@:46]1([At])[O:47][P:48](=[O:49])([O:50][At])[O:51][At].[At][N:52]([At])[C:53]([At])([At])[C:54]([At])([At])[c:55]1[c:56]([At])[c:57]([At])[c:58]([O:59][At])[c:60]([At])[c:61]1[At]>>[At][C:1]([At])([At])[C:2](=[O:3])[N:52]([At])[C:53]([At])([At])[C:54]([At])([At])[c:55]1[c:56]([At])[c:57]([At])[c:58]([O:59][At])[c:60]([At])[c:61]1[At].[At][S:4][C:5]([At])([At])[C:6]([At])([At])[N:7]([At])[C:8](=[O:9])[C:10]([At])([At])[C:11]([At])([At])[N:12]([At])[C:13](=[O:14])[C@:15]([At])([O:16][At])[C:17]([C:18]([At])([At])[At])([C:19]([At])([At])[At])[C:20]([At])([At])[O:21][P:22](=[O:23])([O:24][At])[O:25][P:26](=[O:27])([O:28][At])[O:29][C:30]([At])([At])[C@@:31]1([At])[O:32][C@@:33]([At])([n:34]2[c:35]([At])[n:36][c:37]3[c:38]([N:39]([At])[At])[n:40][c:41]([At])[n:42][c:43]23)[C@:44]([At])([O:45][At])[C@:46]1([At])[O:47][P:48](=[O:49])([O:50][At])[O:51][At],,
275204,[At][O:3][C:2](=[O:1])[c:4]1[c:5]([O:6][At])[c:7]([At])[c:8]([At])[c:9]([At])[c:10]1[O:11][At]>>[O:1]=[C:2]=[O:3].[At][c:4]1[c:5]([O:6][At])[c:7]([At])[c:8]([At])[c:9]([At])[c:10]1[O:11][At],,
302411,[At][C:3]([At])([C:2](=[O:1])[C@:5]([At])([O:6][At])[C@:7]([At])([O:8][At])[C@:9]([At])([O:10][At])[C:11]([At])([At])[O:12][At])[O:4][At]>>[At][C:3]([At])([C:2](=[O:1])[C@@:5]([At])([O:6][At])[C@:7]([At])([O:8][At])[C@:9]([At])([O:10][At])[C:11]([At])([At])[O:12][At])[O:4][At],,
74460,,,SMILES validation failed
11452,,,SMILES validation failed
26658,,,SMILES validation failed
300083,[At][C:1]([At])([At])[C@@:2]([At])([N:3]([At])[At])[C:4](=[O:5])[O:6][At]>>[At][C:1]([At])([At])[C@:2]([At])([N:3]([At])[At])[C:4](=[O:5])[O:6][At],,
150742,,,SMILES validation failed
305893,,,SMILES validation failed
200771,,,SMILES validation failed
81421,[At][N:1]([At])[C:2](=[O:3])[c:4]1[c:5]([At])[c:6]([At])[c:7]([At])[n+:8]([C@:9]2([At])[O:10][C@:11]([At])([C:12]([At])([At])[O:13][P:14](=[O:15])([O:16][At])[O:17][P:18](=[O:19])([O:20][At])[O:21][C:22]([At])([At])[C@@:23]3([At])[O:24][C@@:25]([At])([n:26]4[c:27]([At])[n:28][c:29]5[c:30]([N:31]([At])[At])[n:32][c:33]([At])[n:34][c:35]45)[C@:36]([At])([O:37][At])[C@:38]3([At])[O:39][At])[C@@:40]([At])([O:41][At])[C@@:42]2([At])[O:43][At])[c:44]1[At].[At][N:45]([At])[C@@:46]([At])([C:47]([At])([At])[C:48]([At])([At])[C:49](=[O:50])[O:51][At])[C:52](=[O:53])[O:54][At].[At][O:55][At]>>[At][C:47]([At])([C:46]([C:52](=[O:53])[O:54][At])=[O:55])[C:48]([At])([At])[C:49](=[O:50])[O:51][At].[At+].[At][N:1]([At])[C:2](=[O:3])[C:4]1=[C:44]([At])[N:8]([C@:9]2([At])[O:10][C@:11]([At])([C:12]([At])([At])[O:13][P:14](=[O:15])([O:16][At])[O:17][P:18](=[O:19])([O:20][At])[O:21][C:22]([At])([At])[C@@:23]3([At])[O:24][C@@:25]([At])([n:26]4[c:27]([At])[n:28][c:29]5[c:30]([N:31]([At])[At])[n:32][c:33]([At])[n:34][c:35]45)[C@:36]([At])([O:37][At])[C@:38]3([At])[O:39][At])[C@@:40]([At])([O:41][At])[C@@:42]2([At])[O:43][At])[C:7]([At])=[C:6]([At])[C:5]1([At])[At].[At][N:45]([At])[At],,
231895,[At][c:6]1[c:5]([N+:3](=[O:2])[O-:4])[c:22]([At])[c:21]([At])[c:8]([O:9][C@@:10]2([At])[O:11][C@:12]([At])([C:13]([At])([At])[O:14][At])[C@@:15]([At])([O:16][At])[C@:17]([At])([O:18][At])[C@@:19]2([At])[O:20][At])[c:7]1[At].[At][O:1][At]>>[At][O:1][c:8]1[c:7]([At])[c:6]([At])[c:5]([N+:3](=[O:2])[O-:4])[c:22]([At])[c:21]1[At].[At][O:9][C:10]1([At])[O:11][C@:12]([At])([C:13]([At])([At])[O:14][At])[C@@:15]([At])([O:16][At])[C@:17]([At])([O:18][At])[C@@:19]1([At])[O:20][At],,
7512,[At+].[At][N:1]([At])[C:2](=[O:3])[C:4]1=[C:5]([At])[N:6]([C@:7]2([At])[O:8][C@:9]([At])([C:10]([At])([At])[O:11][P:12](=[O:13])([O:14][At])[O:15][P:16](=[O:17])([O:18][At])[O:19][C:20]([At])([At])[C@@:21]3([At])[O:22][C@@:23]([At])([n:24]4[c:25]([At])[n:26][c:27]5[c:28]([N:29]([At])[At])[n:30][c:31]([At])[n:32][c:33]45)[C@:34]([At])([O:35][P:36](=[O:37])([O:38][At])[O:39][At])[C@:40]3([At])[O:41][At])[C@@:42]([At])([O:43][At])[C@@:44]2([At])[O:45][At])[C:46]([At])=[C:47]([At])[C:48]1([At])[At].[At][C:50](=[O:49])[C@:51]([At])([O:52][At])[C@@:53]([At])([O:54][At])[C@:55]([At])([O:56][At])[C@:57]([At])([O:58][At])[C:59](=[O:60])[O:61][At]>>[At][N:1]([At])[C:2](=[O:3])[c:4]1[c:5]([At])[n+:6]([C@:7]2([At])[O:8][C@:9]([At])([C:10]([At])([At])[O:11][P:12](=[O:13])([O:14][At])[O:15][P:16](=[O:17])([O:18][At])[O:19][C:20]([At])([At])[C@@:21]3([At])[O:22][C@@:23]([At])([n:24]4[c:25]([At])[n:26][c:27]5[c:28]([N:29]([At])[At])[n:30][c:31]([At])[n:32][c:33]45)[C@:34]([At])([O:35][P:36](=[O:37])([O:38][At])[O:39][At])[C@:40]3([At])[O:41][At])[C@@:42]([At])([O:43][At])[C@@:44]2([At])[O:45][At])[c:46]([At])[c:47]([At])[c:48]1[At].[At][O:49][C:50]([At])([At])[C@:51]([At])([O:52][At])[C@@:53]([At])([O:54][At])[C@:55]([At])([O:56][At])[C@:57]([At])([O:58][At])[C:59](=[O:60])[O:61][At],,
24093,[At+].[At][N:1]([At])[C:2](=[O:3])[C:4]1=[C:5]([At])[N:6]([C@:7]2([At])[O:8][C@:9]([At])([C:10]([At])([At])[O:11][P:12](=[O:13])([O:14][At])[O:15][P:16](=[O:17])([O:18][At])[O:19][C:20]([At])([At])[C@@:21]3([At])[O:22][C@@:23]([At])([n:24]4[c:25]([At])[n:26][c:27]5[c:28]([N:29]([At])[At])[n:30][c:31]([At])[n:32][c:33]45)[C@:34]([At])([O:35][At])[C@:36]3([At])[O:37][At])[C@@:38]([At])([O:39][At])[C@@:40]2([At])[O:41][At])[C:42]([At])=[C:43]([At])[C:44]1([At])[At].[At][C@:48]1([C:49]([At])([At])[O:50][At])[O:47][C:46](=[O:45])[C@:55]([At])([O:56][At])[C@@:53]([At])([O:54][At])[C@:51]1([At])[O:52][At]>>[At][N:1]([At])[C:2](=[O:3])[c:4]1[c:5]([At])[n+:6]([C@:7]2([At])[O:8][C@:9]([At])([C:10]([At])([At])[O:11][P:12](=[O:13])([O:14][At])[O:15][P:16](=[O:17])([O:18][At])[O:19][C:20]([At])([At])[C@@:21]3([At])[O:22][C@@:23]([At])([n:24]4[c:25]([At])[n:26][c:27]5[c:28]([N:29]([At])[At])[n:30][c:31]([At])[n:32][c:33]45)[C@:34]([At])([O:35][At])[C@:36]3([At])[O:37][At])[C@@:38]([At])([O:39][At])[C@@:40]2([At])[O:41][At])[c:42]([At])[c:43]([At])[c:44]1[At].[At][O:45][C@:46]1([At])[O:47][C@:48]([At])([C:49]([At])([At])[O:50][At])[C@@:51]([At])([O:52][At])[C@:53]([At])([O:54][At])[C@@:55]1([At])[O:56][At],,
223691,[At][c:6]1[c:5]([N+:3](=[O:2])[O-:4])[c:22]([At])[c:21]([At])[c:8]([O:9][C@:10]2([At])[O:11][C@:12]([At])([C:13]([At])([At])[O:14][At])[C@@:15]([At])([O:16][At])[C@:17]([At])([O:18][At])[C@@:19]2([At])[O:20][At])[c:7]1[At].[At][O:1][At]>>[At][O:1][c:8]1[c:7]([At])[c:6]([At])[c:5]([N+:3](=[O:2])[O-:4])[c:22]([At])[c:21]1[At].[At][O:9][C:10]1([At])[O:11][C@:12]([At])([C:13]([At])([At])[O:14][At])[C@@:15]([At])([O:16][At])[C@:17]([At])([O:18][At])[C@@:19]1([At])[O:20][At],,
225441,[At][O:1][At].[At][O:2][C:3]([At])([At])[C@@:4]1([At])[O:5][C@:6]([At])([O:7][C:8]([At])([At])[C@@:9]2([At])[O:10][C@@:11]([At])([O:12][At])[C@:13]([At])([O:14][At])[C@@:15]([At])([O:16][At])[C@:17]2([At])[O:18][At])[C@:19]([At])([O:20][At])[C@@:21]([At])([O:22][At])[C@@:23]1([At])[O:24][At]>>[At][O:1][C:6]1([At])[O:5][C@:4]([At])([C:3]([At])([At])[O:2][At])[C@:23]([At])([O:24][At])[C@:21]([At])([O:22][At])[C@@:19]1([At])[O:20][At].[At][O:7][C:8]([At])([At])[C@@:9]1([At])[O:10][C@@:11]([At])([O:12][At])[C@:13]([At])([O:14][At])[C@@:15]([At])([O:16][At])[C@:17]1([At])[O:18][At],,
198850,[At][C:1]([At])([At])[C:2]([At])([At])[C:3]([At])([At])[C:4]([At])([At])[C:5]([At])([At])[C:6]([At])([At])[C:7]([At])([At])[C:8]([At])([At])[C:9]([At])([At])[C:10]([At])([At])[C:11]([At])([At])[C:12]([At])([At])[C:13]([At])([At])[C:14]([At])([At])[C:15]([At])([At])[C:16]([At])([At])[O:17][C:18]([At])([At])[C@:19]([At])([C:20]([At])([At])[O:21][P:22](=[O:23])([O:24][At])[O:25][C:26]([At])([At])[C:27]([At])([At])[N+:28]([C:29]([At])([At])[At])([C:30]([At])([At])[At])[C:31]([At])([At])[At])[O:32][C:33]([C:34]([At])([At])[At])=[O:35].[At][O:36][At]>>[At][C:1]([At])([At])[C:2]([At])([At])[C:3]([At])([At])[C:4]([At])([At])[C:5]([At])([At])[C:6]([At])([At])[C:7]([At])([At])[C:8]([At])([At])[C:9]([At])([At])[C:10]([At])([At])[C:11]([At])([At])[C:12]([At])([At])[C:13]([At])([At])[C:14]([At])([At])[C:15]([At])([At])[C:16]([At])([At])[O:17][C:18]([At])([At])[C@:19]([At])([C:20]([At])([At])[O:21][P:22](=[O:23])([O:24][At])[O:25][C:26]([At])([At])[C:27]([At])([At])[N+:28]([C:29]([At])([At])[At])([C:30]([At])([At])[At])[C:31]([At])([At])[At])[O:36][At].[At][O:32][C:33]([C:34]([At])([At])[At])=[O:35],,
